"id","finance_info"
"6109","02/12/2021 - rachel recd call from insured that he recd ck from insurance co advising pymnt was just issued to him and he's mailing out the check to us. (by Cynthia) 
02/01/2021 - Rachel recd call from the insured stating he just got home w/out of town work and recd ck from UPC less $125 he's waiting on tax return to mail it out.. (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA KABROOKS FOR PAYMENT STATUS (by Cynthia) 
11/05/2020 -  (by Michelle) 
 "
"6110","11/02/2020 -  (by Cynthia) 
 "
"6111","01/12/2021 - $200 Sedgwick fee (by Rachel) 
11/04/2020 -  (by Cynthia) 
 "
"6114","01/25/2021 - recd email from da sam stating: We have not received an invoice for your services for this claim until today. Payment has been issued for $1980.00. A copy of the Vendor Settlement Letter is attached to this email. (by Cynthia) 
01/25/2021 -  (by Cynthia) 
01/25/2021 - emailed the da  sam.shorrosh@midamericacat.com  1-855-472-1220 ext 1023 (by Cynthia) 
11/05/2020 -  (by Michelle) 
 11/05/2020 -  (by Michelle) 
 11/05/2020 -  (by Michelle) 
 11/05/2020 -  (by Michelle) 
 11/05/2020 -  (by Michelle) 
 "
"6116","02/09/2021 -  (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 "
"6117","11/06/2020 -  (by Cynthia) 
 "
"6118","11/06/2020 -  (by Cynthia) 
 "
"6119","11/01/2020 -  (by Cynthia) 
 "
"6120","11/03/2020 -  (by Cynthia) 
 "
"6121","11/03/2020 -  (by Cynthia) 
 "
"6122","11/10/2020 -  (by Cynthia) 
 "
"6123","11/08/2020 -  (by Cynthia) 
 "
"6124","11/02/2020 -  (by Cynthia) 
 "
"6125","11/03/2020 -  (by Cynthia) 
 "
"6126","11/03/2020 -  (by Cynthia) 
 "
"6127","01/26/2021 -  (by Cynthia) 
11/01/2020 -  (by Cynthia) 
 "
"6129","01/28/2021 -  (by Cynthia) 
01/28/2021 -  (by Cynthia) 
01/28/2021 -  (by Cynthia) 
01/28/2021 -  (by Cynthia) 
01/28/2021 - spoke to charlotte w/insurance advsd pymnt issued to dcmg 1/28..advsd kayla (by Cynthia) 
11/03/2020 -  (by Cynthia) 
 11/03/2020 -  (by Cynthia) 
 "
"6130","11/04/2020 -  (by Cynthia) 
 "
"6131","11/03/2020 -  (by Michelle) 
 "
"6132","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA RRANGEL FOR PAYMENT STATUS (by Cynthia) 
11/06/2020 -  (by Michelle) 
 "
"6133","05/12/2021 - recd call back from da tricia darby advising she's getting this paid today to the po box.. (by Cynthia) 
05/12/2021 -  (by Cynthia) 
05/12/2021 - SPOKE TO INDIA W/CUST SVC: THIS WAS CLOSED ON 4/27/2021 A LARGE CK SENT TO INSURED $66K--SHE SENT A MESSAGE TO ADJUSTER TDARBY REGARDING INVOICE NEEDS TO BE PAID..I EMAILED HER AS WELL: TDARBY@FEDNAT.COM--THEY RECD OUR INVOICE 11/12/2020-INDIA CAN SEE IT IN THE SYSTEM.. (by Cynthia) 
11/05/2020 -  (by Michelle) 
 "
"6134","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA RPERRY FOR PAYMENT STATUS (by Cynthia) 
11/06/2020 -  (by Michelle) 
 "
"6135","01/28/2021 -  (by Cynthia) 
01/28/2021 - spoke to charlotte w/southern fidelity advsd me that they issued a payment for only a tarp invoice of $718.40 on 1/15/2021..advsd her our invoice is for $1156.00--contacted kayla w/dcmg..she advsd that our invoice was for the 2nd tarp so she's contacting sf again and gettting this taken care of.. (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 "
"6139","01/14/2021 -  (by Cynthia) 
01/14/2021 - emailed adjuster felix berry for payment status..cat team picked up email requested the invoice & photos..emailed to catnlm@flhi.com & vendor help.. (by Cynthia) 
11/06/2020 -  (by Admin) 
 "
"6140","11/05/2020 -  (by Michelle) 
 "
"6141","02/01/2021 -  (by Cynthia) 
01/25/2021 -  (by Cynthia) 
01/25/2021 - emailed the da   nacion colly  1-844-236-3434 ext 882   ncolly@fieldprosdirect.com (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6142","11/03/2020 -  (by Michelle) 
 "
"6143","11/03/2020 -  (by Michelle) 
 "
"6146","05/04/2021 - john comandari 720-233-8373 (by Cynthia) 
04/29/2021 - emailed demand note via qb & regular email to the insured advising to pay by 4/30 or this will be sent to legal.. (by Cynthia) 
02/22/2021 - recd email from insured w/all other insurance info: da is john comandari 720-233-8373 (no email address) LA Citizens claim #10060622  insured other ph#504-881-3942..spoke to the adjuster he confirmed payment was processed in full for our tarp invoice etc after i spoke to the insured on 2/17--he's calling her today to discuss..i emailed her this info.. (by Cynthia) 
02/19/2021 - recd call from insured advising the citizen's adjuster stated our pricing was too high..she's emailing me all his info & claim number so we can submit all docs to him & advise pricing is based on xactimate for november in louisana..insured advsd she can do a payment plan etc...we'll discuss after the determination from citizens..
per notes in xact from adjuster: Per review of the claim, the claim was denied due to Wind/Hail Exclusion and claim was to be filed under the insured's Citizens insurance policy. (by Cynthia) 
02/17/2021 -  (by Cynthia) 
02/17/2021 - emailed invoice to insured advising payment due..
emailed spreadsheet to ben w/alacrity-all state..ben advsd payment is due by insured..if they don't pay..contact him to see if they can call the insured/pay out of an expense (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6147","11/03/2020 -  (by Michelle) 
 "
"6148","11/03/2020 -  (by Michelle) 
 "
"6149","11/03/2020 -  (by Michelle) 
 "
"6150","11/03/2020 -  (by Michelle) 
 "
"6151","02/01/2021 - recd email from da bobbi: A payment totaling $1336.96 was mailed to you on 01/28/2021. (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED CLAIMS FOR PAYMENT STATUS (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6153","06/23/2022 -  (by Cynthia) 
06/02/2022 -  (by Cynthia) 
05/19/2022 -  (by Cynthia) 
05/10/2022 -  (by Cynthia) 
04/21/2022 - ***Processed Small Claims & Defendant notice through getdispute.com*** (by Cynthia) 
04/01/2022 -  (by Cynthia) 
03/23/2022 -  (by Cynthia) 
03/11/2022 - Correction: Interest January 2021 - March 2022, updated invoice $3,031.72 (by Ana Silva) 
03/11/2022 - Added monthly interest 1.5% $3,069.30 (by Ana Silva) 
03/08/2022 - SENDING THIS TO LEGAL TEAM SMALL CLAIMS FILING.. (by Cynthia) 
02/24/2022 -  (by Cynthia) 
01/17/2022 - **EMAILED OUR LEGAL TEAM FOR UPDATE ON DEMAND LETTER** (by Cynthia) 
12/14/2021 - PROCESSING DEMAND LETTER VIA LAWYER (by Cynthia) 
04/01/2021 - TRIED CALLING INSURED SHE ADVSD SHE HAD A STROKE IN 2018 AND CAN'T BE UNDER ANY STRESS WOULD NOT LET ME SPEAK ETC...AND DISCONNECTED THE CALL...FILING SMALL CLAIMS COURT.. (by Cynthia) 
03/11/2021 - NTO PROCESSED
EMAILED & MAILED OUT DEMAND LETTER FOR PAYMENT DUE BY 3/21/2021 OR COURTS
NO UPDATED ALACNET NOTES (by Cynthia) 
02/17/2021 -  (by Cynthia) 
02/17/2021 - emailed insured requesting payment 
per notes in xact: The insured was paid for the tarp on the Allstate estimate by the adjuster, line #1. Vendor will need to collect from the insured (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6154","01/25/2021 -  (by Cynthia) 
01/25/2021 - emailed sgray@fieldprosdirect.com as the da is inactive...844.236.3434 ext 743 (by Cynthia) 
11/07/2020 -  (by Cynthia) 
 "
"6155","12/15/2020 - REJECTION RECD FOR STEEP CHARGE..REMOVED/UPDATED ALL.. (by Cynthia) 
 11/07/2020 -  (by Cynthia) 
 "
"6156","11/04/2020 -  (by Cynthia) 
 11/04/2020 -  (by Cynthia) 
 "
"6157","11/05/2020 -  (by Cynthia) 
 "
"6158","04/20/2021 - Alacrity called today to see if we have been paid directly yet. She's going to call the adjuster again today to push. (by Rachel) 
11/06/2020 -  (by Cynthia) 
 "
"6159","11/07/2020 -  (by Cynthia) 
 "
"6161","11/04/2020 -  (by Cynthia) 
 "
"6162","03/11/2021 - NO UPDATED NOTES IN ALACNET
EMAILED & MAILED OUT DEMAND LETTER PAYMENT DUE BY 3/21/2021 OR COURTS (by Cynthia) 
02/17/2021 -  (by Cynthia) 
02/17/2021 - emailed invoice to insured..per notes no coverage due to wind exclusion.. 
emailed spreadsheet to ben w/alacrity-all state for payment assistance. (by Cynthia) 
11/04/2020 - had to email directly to allstate as insured withdrew the claim (by Cynthia) 
 11/04/2020 -  (by Cynthia) 
 "
"6163","03/22/2021 - michelle emailed the desk adjuster felix regarding xact notes/documents/payments... (by Cynthia) 
03/11/2021 - NTO PROCESSED ON 3/11/2021 (by Cynthia) 
03/11/2021 - MAILED OUT DEMAND LETTER FOR PAYMENT DUE BY 3/21/2021 OR COURTS
UPDATED ALACNET NOTES: As it appears you have included the adjuster on this email string, please give him about 1-2 days to respond. I have updated the claim with his phone number. If you dont hear from him by Friday afternoon, please reach out to myself or Monique and we will assist. Thank you (by Cynthia) 
03/03/2021 - I just spoke to Mariella w/Centauri customer service, she advised no payment has been issued. I have left a message with the new desk adjuster Felix Manzi.  added note in Alacnet & Xact for payment status... (by Cynthia) 
02/17/2021 -  (by Cynthia) 
02/17/2021 - RECD ALACNET NOTE FROM BROOK STATING: Pending adjuster info and ill reach out regarding payment.
EMAILED FOR PAYMENT STATUS... (by Cynthia) 
11/05/2020 -  (by Cynthia) 
 "
"6164","10/22/2021 - this is still open in symbility..no new notes.. (by Cynthia) 
10/22/2021 - EMAILED DIANA FOR PAYMENT STATUS..THEY FOLLOWED UP IN JULY (by Cynthia) 
05/17/2021 -  (by Cynthia) 
05/14/2021 - Added note in Symbility requesting pymt status. (by Ana Silva) 
11/08/2020 -  (by Cynthia) 
 "
"6165","11/08/2020 -  (by Cynthia) 
 "
"6166","11/08/2020 -  (by Cynthia) 
 "
"6168","11/08/2020 -  (by Cynthia) 
 "
"6170","11/05/2020 -  (by Cynthia) 
 "
"6172","11/07/2020 -  (by Cynthia) 
 "
"6174","03/31/2021 - insured paid via cc ending 0898 $2602.24  remaining balance of $716.81 is due by pure...emailed randy (by Cynthia) 
03/30/2021 - recd partial payment from insured via cc over the phone $2602.24..emailed randy info about the remaining balance of $1091.80 (by Cynthia) 
03/30/2021 - RECD CALL BACK FROM RANDY W/INSURANCE ADVSD THAT HAP IS THE INSURED'S NICK NAME..HE KNOWS TO SEND US THE PARTIAL PAYMENT ..RANDY REQUESTED THAT I PUSH THIS OUT TO 4/19--IF WE DON'T RECEIVE PAYMENT BY THEN FROM PURE AND/OR THE INSURED TO GIVE HIM A CALL AND HE'LL SEE WHAT HE CAN GET AUTHORIZED...HE HAS FAITH THE INSURED WILL PAY US AS THE INSURED REQUESTED AN INVOICE...EMAILED THE INSURED AN INVOICE CC: RANDY.. (by Cynthia) 
03/30/2021 - lft msg for insured...emailed & lft msg for randy..have a few questions need assistance w/getting payment not sure who HAP is (by Cynthia) 
03/30/2021 -  (by Cynthia) 
03/30/2021 -  (by Cynthia) 
03/26/2021 - Good Thursday Afternoon,
Per my voicemail a few minutes ago to you, I received an outstanding invoice from Kruger regarding the roof tarping service they performed on November 1st, 2020. The amount of this invoice is for $3,319.05. After research of your repair estimate, which is attached,  the roof tarp amount of $2,602.24 was included in a prior total payment to you and Mr. Crusel. 
On page 36 of your repair estimate -Line Item # 377. R&R Tarp - poly - w/sandbags - per sq ft (lab & mat) - 1,680.00 SF - $ 2,602.24
PURE will be issuing to Kruger a payment of $ 716.81. This payment was calculated as follows:
$ 3319.05 - Kruger Tarp Invoice 
( 2602.24) - less prior payment to Member
$ 716.81 - payment to Krueger

Kruger will be contacting you for the $2,602.24 balance.
Thank you for your understanding in this matter.
Respectively,
Randy Brantley (by Rachel) 
11/05/2020 -  (by Cynthia) 
 "
"6175","01/21/2021 - recd email from kimberly verman kverman@flhi.com (claims admin manager) stating: Thank you.  All payments have been entered and will be mailed this week. (by Cynthia) 
01/14/2021 -  (by Cynthia) 
01/14/2021 - emailed to vendor help & peggy burke for payment status as orignal adjuster is not assigned to the claim.. (by Cynthia) 
11/09/2020 -  (by Cynthia) 
 "
"6176","02/01/2021 - recd email from da latoya stating Payment posted today and should arrive within 5-7 business days.
Check Number 149915 (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA LBRECKENRIDGE FOR PAYMENT STATUS (by Cynthia) 
11/04/2020 -  (by Michelle) 
 "
"6177","11/05/2020 -  (by Michelle) 
 "
"6178","11/03/2020 -  (by Michelle) 
 "
"6179","11/08/2020 -  (by Cynthia) 
 "
"6180","11/06/2020 -  (by Admin) 
 "
"6183","11/03/2020 -  (by Michelle) 
 "
"6184","11/11/2020 -  (by Cynthia) 
 "
"6185","11/08/2020 -  (by Cynthia) 
 "
"6188","11/05/2020 -  (by Michelle) 
 "
"6189","01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA LROQUE FOR PAYMENT STATUS (by Cynthia) 
11/09/2020 -  (by Cynthia) 
 "
"6192","01/25/2021 -  (by Cynthia) 
01/25/2021 - emailed john england 844-236-3434 ext 730 for payment status...jengland@fieldprosdirect.com (by Cynthia) 
11/09/2020 -  (by Cynthia) 
 "
"6193","11/09/2020 -  (by Cynthia) 
 "
"6195","11/08/2020 - CAT FLAT RATE/TRIP CHARGE (by Cynthia) 
 "
"6197","02/18/2021 - Email to maureen that payment is due by next week or we will proceed with collections. (by Michelle) 
02/18/2021 - Email to maureen that payment is due by next week or we will proceed with collections. (by Michelle) 
01/22/2021 -  (by Tiffany) 
01/22/2021 - Spoke with Maureen and sent her the outstanding invoice, she's going to contact her branch manager. email: mlatchman@rrtfl.com (by Tiffany) 
01/22/2021 - Spoke with Maureen and sent her the outstanding invoice, she's going to contact her branch manager. email: mlatchman@rrtfl.com (by Tiffany) 
11/06/2020 -  (by Michelle) 
 "
"6198","11/04/2020 -  (by Michelle) 
 "
"6199","11/09/2020 -  (by Cynthia) 
 "
"6200","11/09/2020 -  (by Cynthia) 
 "
"6201","11/18/2020 -  (by Cynthia) 
 "
"6204","11/09/2020 -  (by Cynthia) 
 "
"6207","11/05/2020 -  (by Michelle) 
 "
"6208","11/09/2020 -  (by Cynthia) 
 "
"6211","11/05/2020 -  (by Michelle) 
 "
"6213","11/04/2020 -  (by Michelle) 
 "
"6214","11/06/2020 -  (by Michelle) 
 "
"6215","11/09/2020 -  (by Cynthia) 
 "
"6216","01/28/2021 - recd email from da justin stating: Payment was issued 1/26/2021 via check #5139874 for $3194.44. Please allow 7-10 days for delivery. (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED JMATSON FOR PAYMENT STATUS (by Cynthia) 
11/09/2020 -  (by Cynthia) 
 "
"6217","11/05/2020 -  (by Michelle) 
 "
"6218","11/04/2020 -  (by Michelle) 
 "
"6219","11/06/2020 -  (by Michelle) 
 "
"6220","03/11/2021 - EMAILED & MAILED OUT DEMAND LETTER FOR PAYMENT BY 3/21/2021 OR COURTS
NO NEW ALACNET NOTES (by Cynthia) 
03/03/2021 -  (by Cynthia) 
03/03/2021 - emailed insured for payment
just received notes in Xact on 2/17-90 days after billed..Received estimate from Allstate- Alacrity (Kruger General Service) in the amount of $943.75 for board up services. Per review of the Allstate estimate, insureds damages does not exceed insured's deductible of $6,897.00. No additional payment owed to the vendor. (by Cynthia) 
11/08/2020 -  (by Cynthia) 
 "
"6222","11/11/2020 - emailed insured and called to notify them that it was sent. (by Michelle) 
 11/11/2020 -  (by Michelle) 
 "
"6223","05/17/2021 -  (by Cynthia) 
05/14/2021 - Added note in Xact requesting pymt status. (by Ana Silva) 
11/08/2020 -  (by Cynthia) 
 "
"6225","11/09/2020 -  (by Cynthia) 
 "
"6226","11/09/2020 -  (by Cynthia) 
 "
"6227","11/09/2020 -  (by Cynthia) 
 "
"6229","11/06/2020 -  (by Michelle) 
 "
"6230","11/05/2020 -  (by Michelle) 
 "
"6231","11/05/2020 -  (by Michelle) 
 "
"6234","02/05/2021 - RECD EMAIL/XACT NOTE STATING: Invoice payment issued. Closing claim (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED DA YTURNER FOR PAYMENT STATUS (by Cynthia) 
11/09/2020 -  (by Cynthia) 
 "
"6235","11/08/2020 -  (by Cynthia) 
 "
"6236","11/08/2020 -  (by Cynthia) 
 "
"6237","11/09/2020 -  (by Cynthia) 
 "
"6238","02/03/2021 -  (by Cynthia) 
02/03/2021 - recd email from mike.kelley mike.kelley@midamericacat.com  855-472-1220 x1007: I processed a check per your service invoice. Please allow 7 to 10 days to arrive. (by Cynthia) 
11/09/2020 -  (by Cynthia) 
 "
"6239","11/12/2020 -  (by Cynthia) 
 "
"6240","11/06/2020 -  (by Cynthia) 
 "
"6241","11/10/2020 -  (by Cynthia) 
 "
"6243","11/05/2020 -  (by Michelle) 
 "
"6245","11/09/2020 -  (by Cynthia) 
 11/09/2020 -  (by Cynthia) 
 "
"6246","11/08/2020 -  (by Cynthia) 
 "
"6248","11/10/2020 -  (by Cynthia) 
 "
"6250","11/09/2020 -  (by Cynthia) 
 "
"6251","11/08/2020 - CAT FLAT RATE (by Cynthia) 
 "
"6253","11/11/2020 -  (by Michelle) 
 "
"6254","11/04/2020 -  (by Michelle) 
 "
"6258","11/30/2020 - Added note in alacrity inquiring about payment.. (by Cynthia) 
 11/08/2020 - CAT FLAT RATE (by Cynthia) 
 "
"6259","10/22/2021 - assignment is still open in symbility..no new notes (by Cynthia) 
10/22/2021 - EMAILED DIANA FOR PAYMENT STATUS..THEY FOLLOWED UP IN JULY (by Cynthia) 
05/17/2021 -  (by Cynthia) 
05/14/2021 - Added note in Symbility requesting pymt status. (by Ana Silva) 
11/08/2020 -  (by Cynthia) 
 "
"6260","11/05/2020 -  (by Michelle) 
 "
"6261","02/01/2021 - recd email from da bobbi: A check totaling $125 was mailed on 01/28/2021 (by Cynthia) 
01/27/2021 -  (by Cynthia) 
01/27/2021 - EMAILED CLAIMS FOR PAYMENT STATUS AS DA IS NO LONGER THERE.. (by Cynthia) 
11/09/2020 -  (by Cynthia) 
 "
"6262","11/08/2020 - CAT FLAT RATE (by Cynthia) 
 "
"6263","01/28/2021 -  (by Cynthia) 
01/28/2021 - RECD NOTE ADVISING FILE HAS BEEN CLOSED (by Cynthia) 
11/06/2020 -  (by Cynthia) 
 "
"6264","01/26/2021 -  (by Cynthia) 
11/10/2020 -  (by Michelle) 
 "
"6265","11/11/2020 -  (by Michelle) 
 "
"6266","11/10/2020 -  (by Cynthia) 
 "
"6268","11/05/2020 -  (by Michelle) 
 "
"6271","01/07/2021 - recd email from DCMG stating: We got an email that your invoice will be paid by SF to DCMG after all on this loss. We will let you know when we receive (by Cynthia) 
01/06/2021 -  (by Cynthia) 
01/06/2021 - recd call from Melanie advising coverage is good and payment is being processed to us directly..she's emailing me the info and i'll send over our updated W9... (by Cynthia) 
12/30/2020 - recd email from melanie advising that she has requested for the claim to be re-opened..she's submiited licensed roofer paperwork etc.. (by Cynthia) 
 12/11/2020 - spoke to melanie she advsd she has requested the claim to be reopened--we agreed to 30 days then she will pay..but she will advsd me when it's reopened and who the adjuster is so i can contact to get our invoice paid, if it gets denied again we agreed to negotiate the invoice to a lower amount (no amount discussed...maybe 1200 or 1000)
spoke to carrie w/insurance cust svc advsd claim denied under deductible of $3K but there is some notes about roofer and repair etc... (by Cynthia) 
 12/10/2020 - LAST DAY TO LIEN 1/30/2021
recd email address from kayla w/dcmg as this claim was deniled/below deductible.. melaineroy1@gmail.com--sent insured denial letter w/invoice advising to pay by january 10 to avoid further collections.. (by Cynthia) 
 11/09/2020 -  (by Cynthia) 
 "
